Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
input/examples/Observation-de-identified-income-with-quantity.json	708	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	70	0	0	0	0	0	1
input/examples/Observation-de-identified-income.json	645	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0
input/examples/Organization-healthcare-example.json	1733	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
input/examples/Organization.json	1708	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0
input/examples/Parameters-manifest.json	4421	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	31	0	0	0	0	0	0
input/examples/Patient-de-identified-age89.json	2913	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0
input/examples/Patient-de-identified-smallpop.json	2918	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0
input/examples/Patient-de-identified.json	3196	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	0	0	0
input/examples/Patient-us-core-example-smallpop.json	4922	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0	0	0	0
input/examples/Patient-us-core-example.json	4915	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	0	0	0	0	0
input/examples/Practitioner-example.json	1128	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
input/examples/Procedure-de-identified-example.json	1211	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	20	0	0	0	0	0	0
input/examples/RelatedPerson-de-identified-example.json	603	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0
input/examples/Reporting-Parameters-example.json	4552	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	12	0	0	0	0	0	0
input/examples/ServiceRequest-de-identified-example.json	1010	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	20	0	0	0	0	0	0
input/examples/SexualOrientation-de-identified-example.json	809	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	43	0	0	0	0	0	0
input/resources/capabilitystatement-datareceiver-server.xml	3747	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	22	0	0	0	1	0	0
input/resources/capabilitystatement-datasource.xml	6021	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	8	0	0	0	0	0	0
input/resources/capabilitystatement-datasubmitter-client.xml	6316	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	8	0	0	0	0	0	0
input/resources/capabilitystatement-trust-service-provider.xml	3362	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	0	0	1	1	0	0
input/resources/codesystem-udsplus-agriculture-worker-status-codes.xml	1647	17	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	14	15470	0	0	0	0	0	0
input/resources/codesystem-udsplus-housing-status-codes.xml	2293	19	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	270	0	0	0	0	0	0
input/resources/codesystem-udsplus-insurance-codes.xml	2559	17	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	255	0	0	0	0	0	0
input/resources/codesystem-udsplus-service-delivery-codes.xml	1240	16	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	254	0	0	0	1	0	0
input/resources/operationdefintion-deidentify.xml	1766	15	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	19	0	0	0	0	0	0
input/resources/operationdefintion-import.xml	1355	16	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	16	0	1	0	0	0	0
input/resources/uds-plus-adverseevent.xml	6218	20	0	0	0	0	0	71	0	30	0	0	0	0	0	0	0	0	0	0	276	1448	0	0	0	3	0	1
input/resources/uds-plus-age-extension.xml	3388	16	0	0	0	0	0	12	0	7	0	0	0	0	0	0	0	0	0	0	44	185	0	0	0	1	0	0
input/resources/uds-plus-allergyintolerance.xml	9287	19	0	0	0	0	0	33	0	43	0	0	1	0	0	0	0	1	0	0	263	547	0	0	0	5	0	0
input/resources/uds-plus-birthsex-extension.xml	2588	15	0	0	0	0	0	18	0	6	0	0	0	0	0	0	0	0	0	0	38	149	0	0	0	1	0	0
input/resources/uds-plus-capitated-member-months-extension.xml	2534	17	0	0	0	0	0	16	0	6	0	0	0	0	0	0	0	0	0	0	38	129	0	0	0	1	0	0
input/resources/uds-plus-clinical-result-observation.xml	15250	20	0	0	0	0	0	92	0	35	0	0	0	0	0	0	0	0	0	0	371	635	0	0	0	6	0	2
input/resources/uds-plus-coverage.xml	6977	18	1	0	0	0	0	124	0	15	0	0	0	0	0	0	0	1	0	0	220	438	0	0	0	5	0	1
input/resources/uds-plus-de-identify-data-urls-parameter.xml	6061	16	0	0	0	0	0	36	1	43	0	0	0	0	0	0	0	0	0	0	154	381	0	0	0	3	0	0
input/resources/uds-plus-deidentified-instant-extension.xml	3049	15	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	39	138	0	0	0	0	0	0
input/resources/uds-plus-diagnosis.xml	10140	19	0	0	0	0	0	9	0	29	0	0	0	0	0	0	0	1	0	0	251	419	0	0	0	5	0	0
input/resources/uds-plus-encounter.xml	11091	18	0	0	0	0	0	12	0	16	0	0	0	0	0	0	0	1	0	0	277	505	0	0	0	5	1	1
input/resources/uds-plus-ethnicity-extension.xml	2008	15	0	0	0	0	0	4	0	12	0	0	0	0	0	0	0	0	0	0	65	172	0	0	0	2	0	0
input/resources/uds-plus-feeforservice-member-months-extension.xml	2566	18	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	37	117	0	0	0	0	0	0
input/resources/uds-plus-gender-identity-extension.xml	2697	14	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	39	147	0	0	0	1	0	0
input/resources/uds-plus-housing-status-extension.xml	2583	14	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	39	112	0	0	0	0	0	0
input/resources/uds-plus-immunization.xml	6815	15	0	0	0	0	0	20	0	15	0	0	0	0	0	0	0	0	0	0	220	413	0	0	0	4	0	1
input/resources/uds-plus-income-observation.xml	10000	14	0	0	0	0	0	26	0	17	0	0	0	0	0	0	0	1	0	0	313	444	0	0	0	6	0	0
input/resources/uds-plus-lab-observation.xml	7052	14	0	0	0	0	0	11	0	14	0	0	0	0	0	0	0	0	0	0	226	480	0	0	0	5	0	1
input/resources/uds-plus-location.xml	2110	13	1	0	0	0	0	49	0	9	0	0	0	0	0	0	0	1	0	0	126	309	0	0	0	2	0	0
input/resources/uds-plus-medicationrequest.xml	7696	15	0	0	0	0	0	31	0	16	0	0	0	0	0	0	0	0	0	0	302	465	0	0	0	5	0	0
input/resources/uds-plus-medicationstatement.xml	7858	13	0	0	0	0	0	21	0	12	0	0	0	0	0	0	0	1	0	0	221	396	0	0	0	5	0	1
input/resources/uds-plus-observation.xml	14924	17	0	0	0	0	0	108	0	26	0	0	0	0	0	0	0	0	0	0	344	483	0	0	0	6	0	0
input/resources/uds-plus-parameters-manifest.xml	26814	19	0	0	0	0	0	71	0	38	0	0	1	0	0	0	0	2	0	0	698	944	0	0	0	10	1	1
input/resources/uds-plus-patient-reporting-parameters.xml	77572	32	0	0	0	0	0	155	0	96	0	0	0	0	0	0	0	3	0	0	1987	2328	0	0	0	26	0	3
input/resources/uds-plus-patient.xml	14234	16	0	0	0	0	0	17	0	22	0	0	0	0	0	0	0	1	0	0	324	416	0	0	0	6	0	1
input/resources/uds-plus-procedure.xml	8498	15	0	0	0	0	0	24	0	19	0	0	0	0	0	0	0	1	0	0	305	449	0	0	0	5	0	0
input/resources/uds-plus-race-extension.xml	1968	15	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	66	188	0	0	0	1	0	0
input/resources/uds-plus-recordedDate-extension.xml	2697	13	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	43	108	0	0	0	1	0	0
input/resources/uds-plus-relatedperson.xml	7206	15	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	0	158	223	0	0	0	2	0	0
input/resources/uds-plus-servicerequest.xml	9163	14	0	0	0	0	0	22	0	14	0	0	0	0	0	0	0	1	0	0	266	457	0	0	0	5	1	1
input/resources/uds-plus-sexual-orientation-observation.xml	9307	16	0	0	0	0	0	24	0	15	0	0	1	0	0	0	0	0	0	0	277	398	0	0	0	5	0	0
input/resources/uds-plus-veteran-status-extension.xml	2402	13	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	38	128	0	0	0	1	0	0
input/resources/uds-plus-worker-status-extension.xml	2621	20	1	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	38	102	0	0	0	1	0	0
input/resources/valueset-udsplus-agriculture-worker-status.xml	1361	13	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	21	3628	0	0	0	0	0	0
input/resources/valueset-udsplus-birthsex-codes.xml	1418	13	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	14	292	0	0	0	0	0	0
input/resources/valueset-udsplus-gender-identity-codes.xml	1503	12	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	15	321	0	0	0	0	0	0
input/resources/valueset-udsplus-housing-codes.xml	1287	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	291	0	0	0	0	0	0
input/resources/valueset-udsplus-insurance-codes.xml	1285	18	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	286	0	0	0	0	0	0
input/resources/valueset-udsplus-service-delivery-codes.xml	1625	12	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	802	0	0	0	1	0	0
input/resources/valueset-udsplus-sexual-orientation-codes.xml	1516	12	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	14	820	0	0	0	0	0	0
